지번주소,도로명주소,사업장명,좌표정보(X),좌표정보(Y),점포구분명
서울특별시 노원구 상계동 173번지,서울특별시 노원구 한글비석로 396 (상계동),상계역전종합상가,206280.789903642    ,462002.498987713    ,대규모점포
서울특별시 노원구 중계동 509번지 2호,서울특별시 노원구 동일로204가길 12 (중계동),홈플러스(주) 중계점,205985.953324881    ,459730.43776924     ,대규모점포
서울특별시 노원구 상계동 1258 희성오피앙,"서울특별시 노원구 동일로 1701 (상계동, 희성오피앙)",오피앙,204772.500639238    ,464208.305428933    ,대규모점포
서울특별시 노원구 월계동 333번지 1호,"서울특별시 노원구 마들로3길 15 (월계동, 월계이마트)",이마트타운 월계점,205391.070378059    ,458333.989216339    ,대규모점포
서울특별시 노원구 중계동 517호,"서울특별시 노원구 노원로 330 (중계동, 롯데마트)",롯데마트 중계점,206132.432496938    ,460549.311157153    ,대규모점포
서울특별시 노원구 중계동 360번지 2호,서울특별시 노원구 중계로 225 (중계동),홈플러스(주)익스프레스 중계점,206490.247358174    ,460830.615360327    ,준대규모점포
서울특별시 노원구 중계동 506번지 1   호,,건영옴니백화점,205645.891969072    ,459609.012509743    ,대규모점포
서울특별시 노원구 하계동 284번지 2호,"서울특별시 노원구 한글비석로 57 (하계동, 세이브존)",세이브존,206044.776421388    ,459360.877718439    ,대규모점포
서울특별시 노원구 중계2.3동 509번지 2001아울렛,서울특별시 노원구 동일로204가길 46 (중계동),이천일아울렛 중계점,205931.05327036     ,459884.197207567    ,대규모점포
서울특별시 노원구 상계동 1318번지,서울특별시 노원구 상계로23다길 13-8 (상계동),노원아이파크 상가,206033.023278317    ,461935.33920381     ,대규모점포
서울특별시 노원구 상계동 684번지,서울특별시 노원구 한글비석로 471 (상계동),(주)지에스리테일 GS수퍼상계점,205715.538939251    ,462416.211580109    ,준대규모점포
서울특별시 노원구 공릉동 238번지 53호,"서울특별시 노원구 공릉로 144 (공릉동, 공릉빌딩)",롯데쇼핑(주) 롯데슈퍼공릉점,206952.444113646    ,457814.529614419    ,준대규모점포
서울특별시 노원구 월계3동 18번지 그랑빌아파트주상가 지층동 101호,서울특별시 노원구 마들로 31 (월계동),(주)지에스리테일 GS슈퍼 노원월계점,205984.15211292     ,457275.799282625    ,준대규모점포
서울특별시 동대문구 장안동 310-8 희헌빌딩,"서울특별시 동대문구 장한로28가길 45, 희헌빌딩 (장안동)",GS THE FRESH 동대문장안점,206341.538776724    ,452530.018811546    ,준대규모점포
서울특별시 동대문구 이문동 257-42 래미안라그란데아파트 F동 101~4호,"서울특별시 동대문구 이문로35길 12, F동 101~4호 (이문동, 래미안라그란데아파트)",GS THE FRESH 이문라그란데점,205249.265435832    ,455308.651763587    ,준대규모점포
서울특별시 동대문구 휘경동 172 휘경자이디센시아,"서울특별시 동대문구 외대역동로 63-27, 상가동 201~203호 (휘경동, 휘경자이디센시아)",이마트에브리데이 휘경자이점,205461.893514965    ,454519.052992935    ,준대규모점포
서울특별시 동대문구 이문동 149-8 근린생활시설 2동 101호,서울특별시 동대문구 이문로 120 (이문동),GS THE FRESH 이문파크자이점,205541.211931615    ,455132.605075423    ,준대규모점포
서울특별시 중랑구 상봉동 81호,서울특별시 중랑구 망우로 336 (상봉동),코스트코홀세일 상봉점,207897.260402153    ,454953.363448013    ,대규모점포
서울특별시 중랑구 면목동 168번지 2호,서울특별시 중랑구 사가정로 332 (면목동),홈플러스(주)면목점,207090.86716546     ,453072.936040777    ,대규모점포
서울특별시 중랑구 신내1동 786번지 동성타워프라자,서울특별시 중랑구 봉화산로 221 (신내동),동성타워프라자,208520.092335397    ,456195.877460936    ,대규모점포
서울특별시 중랑구 중화2동 314번지 1호,서울특별시 중랑구 동일로129길 35 (중화동),태능엔터피아 번영회,206771.217305763    ,455221.989517331    ,대규모점포
,"서울특별시 중랑구 망우로 353-0 (상봉동, 프레미어스 엠코)",이노시티,207923.745922676    ,455090.718335439    ,대규모점포
서울특별시 중랑구 신내동 646 금강리빙스텔,"서울특별시 중랑구 신내로 211, 금강리빙스텔 비01호 (신내동)",롯데프레시앤델리 봉화산역점,208112.860200669    ,457113.638411288    ,준대규모점포
서울특별시 중랑구 망우동 580 중랑숲금호어울림,"서울특별시 중랑구 양원역로 18, 103~106호 (망우동, 중랑숲금호어울림)",GS THE FRESH 중랑망우점,209579.542671166    ,455549.589368255    ,준대규모점포
서울특별시 중랑구 신내동 502-5 대명프라자,"서울특별시 중랑구 봉화산로56길 153, 대명프라자 (신내동)",GS THE FRESH 신내점,208481.612667873    ,455496.980508789    ,준대규모점포
서울특별시 중랑구 중화동 331-1 리버센 SK VIEW 롯데캐슬,"서울특별시 중랑구 중랑천로 200, 102,105,404호 (중화동, 리버센 SK VIEW 롯데캐슬)",이마트에브리데이 중화리버센SK점,206612.198807103    ,455630.425418005    ,준대규모점포
서울특별시 성북구 보문동4가 1번지 1   호,,보문시장,                    ,                    ,
서울특별시 성북구 하월곡동 88번지 345호,,미아시장,                    ,                    ,
서울특별시 성북구 석관동 270호,,석관시장,                    ,                    ,
서울특별시 성북구 석관동 338번지 18호,,새석관시장,204582.680269555    ,456210.836257791    ,
서울특별시 성북구 길음동 540번지 2   호,,길음시장,                    ,                    ,
서울특별시 성북구 돈암동 609번지 1  호,,동소문스카이프라자,                    ,                    ,
서울특별시 성북구 길음동 20번지 1호,"서울특별시 성북구 동소문로 315 (길음동, 현대백화점미아점)",현대백화점 미아점,202466.801084521    ,456227.571720914    ,대규모점포
서울특별시 성북구 길음동 535번지 8호,서울특별시 성북구 동소문로 227 (길음동),길음시장,201852.588541848    ,455598.947533777    ,대규모점포
서울특별시 성북구 길음동 25번지 2호,,신세계이마트미아점,202555.30089577     ,456503.066230481    ,
서울특별시 성북구 길음동 25번지 2호,서울특별시 성북구  도봉로  17 (길음동),이마트 미아점,202555.30089577     ,456503.066230481    ,대규모점포
서울특별시 성북구 종암동 132번지,"서울특별시 성북구 종암로 132 (종암동, 종암우림카이저팰리스)",종암우림카이저팰리스주상복합,202887.735294472    ,455516.204264925    ,대규모점포
서울특별시 성북구 길음동 25번지 2호 신세계 이마트 미아점,"서울특별시 성북구 도봉로 17, 신세계 이마트 미아점 (길음동)",이마트 미아점,202555.30089577     ,456503.066230481    ,대규모점포
서울특별시 성북구 하월곡동 46-73 코업스타클래스,"서울특별시 성북구 화랑로 76, 코업스타클래스 (하월곡동)",홈플러스 월곡점,203502.004139568    ,455500.568972657    ,대규모점포
서울특별시 성북구 길음2동 230번지 동일하이빌뉴시티아파트,"서울특별시 성북구 종암로 167,  동 (하월곡동)",이마트 하월곡점,202667.468802014    ,455858.920803881    ,대규모점포
,"서울특별시 성북구 성북로4길 52 (돈암동, 한진아파트)",GS더프레시 동소문점,200841.726990037    ,454721.505180141    ,준대규모점포
서울특별시 성북구 돈암2동 636번지,"서울특별시 성북구 북악산로 844 (돈암동, 돈암이수브라운스톤아파트)",GS더프레시 성북돈암점,201501.474496909    ,455061.698603977    ,준대규모점포
서울특별시 성북구 길음1동 1284번지 삼성래미안3차아파트,"서울특별시 성북구 길음로 33 (길음동, 길음뉴타운8단지아파트)",GS더프레시 길음뉴타운점,201514.970976778    ,456137.102062808    ,준대규모점포
,서울특별시 중랑구 면목로74길 45 (면목동),동원,207869.605609192    ,454173.313439431    ,대규모점포
서울특별시 성북구 동선동1가 1번지 2호,서울특별시 성북구 동소문로 106 (동선동1가),유타쇼핑몰,201447.418693099    ,454477.103343093    ,대규모점포
서울특별시 성북구 삼선동1가 21,서울특별시 성북구 삼선교로 6 (삼선동1가),홈플러스익스프레스 삼선점,200509.660547343    ,453950.640893998    ,준대규모점포
서울특별시 성북구 장위동 316번지 3호,서울특별시 성북구 월계로40길 7 (장위동),롯데슈퍼 장위점,204208.631200867    ,457844.348010616    ,준대규모점포
서울특별시 성북구 정릉3동 1034번지,서울특별시 성북구 정릉로 307 (정릉동),롯데슈퍼 정릉점,201548.495615664    ,455659.81785175     ,준대규모점포
서울특별시 성북구 보문동7가 25번지 1호,서울특별시 성북구 보문로 61 (보문동7가),홈플러스익스프레스 보문점,201826.002331378    ,453162.376311852    ,준대규모점포
서울특별시 성북구 길음동 1285번지 두산아파트상가,서울특별시 성북구 길음로13길 22 (길음동),홈플러스익스프레스 길음점,201592.991324089    ,456382.966061703    ,준대규모점포
서울특별시 성북구 돈암동 609번지 1호,서울특별시 성북구 성북로4길 52 (돈암동),동소문스카이상가,200841.726990037    ,454721.505180141    ,대규모점포
서울특별시 성북구 길음동 25번지 2호,서울특별시 성북구 도봉로 17 (길음동),이마트 미아점,202555.30089577     ,456503.066230481    ,대규모점포
서울특별시 성북구 하월곡동 230번지 동일하이빌뉴시티아파트,"서울특별시 성북구 종암로 167 (하월곡동, 동일하이빌뉴시티아파트)",이마트 하월곡점,202667.468802014    ,455858.920803881    ,대규모점포
,"서울특별시 성북구 보문사길 111 (보문동6가, 보문파크뷰자이)",GS더프레시 성북보문점,201562.571790335    ,453092.434673285    ,준대규모점포
서울특별시 성북구 돈암동 609번지 1호 스카이프라자상가,"서울특별시 성북구 성북로4길 52 (돈암동, 한신한진아파트)",동소문스카이상가,200841.726990037    ,454721.505180141    ,대규모점포
"서울특별시 성북구 길음동 535번지8호, 535번지26호, 540번지2호",,길음시장,                    ,                    ,대규모점포
서울특별시 성북구 길음동 508-16,"서울특별시 성북구 숭인로8길 80, 롯데캐슬클라시아 상가 101~104호 (길음동)",GS더프레시 성북클라시아점,202226.378526398    ,456194.352420546    ,준대규모점포
서울특별시 성북구 길음동 1286-10 길음뉴타운9단지래미안 상가,"서울특별시 성북구 길음로7길 6, 길음뉴타운9단지래미안 상가 지하1층 B04~B08호 (길음동)",이마트에브리데이 길음점,201912.435615622    ,455775.861032353    ,준대규모점포
서울특별시 성북구 길음동 1286-10 길음뉴타운9단지래미안 상가,"서울특별시 성북구 길음로7길 6, 길음뉴타운9단지래미안 상가 지하1층 B04~B08호 (길음동)",이마트에브리데이 길음점,201912.435615622    ,455775.861032353    ,준대규모점포
서울특별시 성북구 보문동2가 79 신한은행보문동지점,"서울특별시 성북구 보문로 121, 신한은행보문동지점 1층 일부 (보문동2가)",GS더프레시 보문역사거리점,201572.041303407    ,453729.457829945    ,준대규모점포
서울특별시 강북구 수유동 54번지 5호 수유시장,"서울특별시 강북구 도봉로67길 18, 수유시장 (수유동)",수유시장,201956.180985499    ,458714.365820521    ,대규모점포
서울특별시 강북구 번1동 413번지 3호,서울특별시 강북구 한천로123길 26 (번동),북부시장,202608.934103734    ,459320.030764534    ,대규모점포
서울특별시 강북구 수유동 32번지 2호 수유중앙시장,"서울특별시 강북구 노해로17길 21, 수유중앙시장 (수유동)",수유중앙시장,201812.904685238    ,459775.992830125    ,대규모점포
서울특별시 강북구 미아동 701번지 3호 동북프라자,"서울특별시 강북구 솔샘로 233, 동북프라자 (미아동)",동북프라자,201589.777957863    ,457545.100871485    ,대규모점포
서울특별시 강북구 미아동 701번지 3호 동북프라자,"서울특별시 강북구 솔샘로 233, 동북프라자 (미아동)",동북시장,201589.777957863    ,457545.100871485    ,대규모점포
서울특별시 강북구 수유동 63번지,"서울특별시 강북구 도봉로 261 (수유동, 삼호아파트,수유프라자)",수유프라자,202000.513660624    ,458815.97773382     ,대규모점포
서울특별시 강북구 수유동 63번지,서울특별시 강북구 도봉로 261 (수유동),수유프라자,202000.513660624    ,458815.97773382     ,대규모점포
서울특별시 강북구 미아동 58호,서울특별시 강북구 도봉로 45 (미아동),숭인시장,202558.581755334    ,456709.916330722    ,대규모점포
서울특별시 강북구 미아동 70번지 6   호,서울특별시 강북구 도봉로 62 (미아동),롯데백화점 미아점,202625.646264572    ,456875.973976242    ,대규모점포
서울특별시 강북구 수유동 405번지 5호,서울특별시 강북구 삼양로91길 11-12 (수유동),수유북부시장,201354.553491054    ,459317.583083716    ,대규모점포
서울특별시 강북구 송중동,서울특별시 강북구 도봉로 34 (미아동),트레지오,202642.446045912    ,456636.308192293    ,대규모점포
서울특별시 강북구 수유3동 179번지 5호,서울특별시 강북구 한천로148길 12-43 (수유동),강북종합시장,                    ,                    ,대규모점포
서울특별시 강북구 번1동 413번지 3호,서울특별시 강북구 한천로123길 26 (번동),강북 북부시장,202608.934103734    ,459320.030764534    ,대규모점포
서울특별시 강북구 미아동 1357번지 6호,서울특별시 강북구 삼양로27길 35-21 (미아동),㈜지에스리테일 GS수퍼 강북미아점,201602.577531291    ,457290.100695375    ,준대규모점포
"서울특별시 성북구 길음동 535-8,535-26,540-2,540-7",,길음시장,                    ,                    ,대규모점포
서울특별시 강북구 미아동 1359번지,서울특별시 강북구 삼양로 247 (미아동),롯데쇼핑(주) 롯데마트 삼양점,201494.627293774    ,458136.342274236    ,대규모점포
서울특별시 강북구 미아동 1351번지,"서울특별시 강북구 도봉로 157, 112호 (미아동, 두원프라자)",(주)이마트에브리데이 미아동점,202314.47965444     ,457821.853133872    ,준대규모점포
,서울특별시 강북구 도봉로 172 (미아동),홈플러스(주)익스프레스미아점,202344.117949112    ,457986.172253906    ,준대규모점포
,서울특별시 강북구 노해로23길 68 (수유동),우이시장,201692.868936629    ,460402.065518179    ,대규모점포
서울특별시 강북구 미아동 71번지 1호,서울특별시 강북구 도봉로 52 (미아동),연이스퀘어,202624.617262819    ,456818.85207077     ,대규모점포
"서울특별시 강북구 미아동 7-5 대지쇼핑프라자 1층 101~104호, 106호~122호","서울특별시 강북구 오패산로30길 10, 대지쇼핑프라자 1층 101~104호, 106호~122호 (미아동)",GS THE FRESH 북서울숲점,203008.20501727     ,456808.972105684    ,준대규모점포
서울특별시 강북구 수유동 472-304,서울특별시 강북구 삼양로79길 24-17 (수유동),GS THE FRESH 수유중앙점,201357.487353084    ,458750.390221395    ,준대규모점포
서울특별시 강북구 수유동 54-5 수유시장,"서울특별시 강북구 도봉로67길 18, 수유시장 1층 (수유동)",(주)이마트에브리데이 수유시장점,201956.180985499    ,458714.365820521    ,준대규모점포
서울특별시 도봉구 도봉동 30번지 1호 도봉한신쇼핑상가,서울특별시 도봉구 도봉로180나길 41 (도봉동),도봉한신쇼핑상가,204169.847670316    ,464814.717432497    ,대규모점포
서울특별시 도봉구 방학동 707번지 7호,서울특별시 도봉구 도봉로 678 (방학동),홈플러스(주)방학점,203790.013568785    ,462495.417040876    ,대규모점포
서울특별시 도봉구 창동 581번지 28호,서울특별시 도봉구 덕릉로57길 30 (창동),삼익쇼핑,203220.921406024    ,459746.924430501    ,대규모점포
서울특별시 도봉구 창동 135번지 26호,서울특별시 도봉구 노해로65길 4 (창동),(주) 이마트 창동점,204107.090272108    ,461072.642448925    ,대규모점포
서울특별시 도봉구 도봉동 657번지,서울특별시 도봉구 마들로 724 (도봉동),도봉한양프라자,204136.58447783     ,463573.102150294    ,대규모점포
서울특별시 도봉구 창2동 628번지 20호,서울특별시 도봉구 도봉로104길 53 (창동),(주)에브리데이리테일 창동점,203027.627111443    ,460124.418353378    ,준대규모점포
서울특별시 도봉구 창2동 628번지 20호,서울특별시 도봉구 도봉로104길 53 (창동),(주)에브리데이리테일 창동점,203027.627111443    ,460124.418353378    ,준대규모점포
서울특별시 도봉구 쌍문2동 19번지,서울특별시 도봉구 도당로 10 (쌍문동),롯데슈퍼 쌍문점,203048.669322526    ,461867.647869631    ,준대규모점포
서울특별시 도봉구 창1동 651번지 36호,서울특별시 도봉구 도봉로110길 65 (창동),롯데프레쉬 창동점,203207.625254256    ,460455.837628654    ,준대규모점포
서울특별시 도봉구 방학3동 271번지 2호,서울특별시 도봉구 방학로 223 (방학동),롯데슈퍼 방학점,202326.175760253    ,462116.40856417     ,준대규모점포
서울특별시 도봉구 창동 628번지 20호,서울특별시 도봉구 도봉로104길 53 (창동),(주)이마트에브리데이 창동점,203027.627111443    ,460124.418353378    ,준대규모점포
서울특별시 도봉구 창동 804번지,서울특별시 도봉구 덕릉로63가길 61 (창동),대우상가,203242.968498731    ,460001.081136921    ,대규모점포
서울특별시 도봉구 방학동 271번지 2호,서울특별시 도봉구 방학로 223 (방학동),신동아프라자,202326.175760253    ,462116.40856417     ,대규모점포
서울특별시 도봉구 쌍문동 711번지 금강아미움파크타운,"서울특별시 도봉구 방학로5길 33, 금강아미움파크타운 (쌍문동, 금강아미움파크타운)",금강아미움쇼핑센터,203296.164641727    ,462113.860476609    ,대규모점포
서울특별시 도봉구 방학동 484-7,"서울특별시 도봉구 시루봉로 103-1, 1층 (방학동)",GS THE FRESH 방학신동아점,202346.049195533    ,461967.40118936     ,준대규모점포
서울특별시 도봉구 창동 297-16,서울특별시 도봉구 해등로12길 3 (창동),GS THE FRESH 창동점,203589.033642356    ,461254.349369279    ,준대규모점포
서울특별시 도봉구 방학동 717-6 도봉 롯데캐슬 골든파크 B107~호,"서울특별시 도봉구 도봉로150마길 34, 지하1층 B107~B126호 (방학동, 도봉 롯데캐슬 골든파크)",롯데슈퍼 도봉캐슬점,203920.444016775    ,462830.484935873    ,준대규모점포
서울특별시 종로구 종로6가 289번지 3 호,서울특별시 종로구 종로 266 (종로6가),동대문종합시장,200717.7490316      ,452011.865092338    ,대규모점포
서울특별시 종로구 종로6가 289번지 57호,서울특별시 종로구 종로 272 (종로6가),동대문종합시장 신관,200647.01325068     ,452054.764927519    ,대규모점포
서울특별시 종로구 예지동 6번지 1호,,광장주식회사,199837.41426735     ,451974.128468485    ,
서울특별시 종로구 종로1가 1번지,서울특별시 종로구 종로 1 (종로1가),종로1번지아케이트,197993.904628438    ,452032.958591394    ,대규모점포
서울특별시 종로구 서린동 33호,,영풍문고,198351.818737482    ,451921.60302604     ,
서울특별시 동대문구 장안동 580번지,서울특별시 동대문구 한천로 42 (장안동),장안위더스빌,205423.969491537    ,451556.210578255    ,대규모점포
,서울특별시 강북구 도봉로33길 18 (미아동),(주)농협유통 미아점,202266.448738483    ,457691.802407444    ,준대규모점포
서울특별시 종로구 창신동 436번지 79  호,,동대문신발도매상가,                    ,                    ,
서울특별시 종로구 종로6가 270번지 3호 동대문종합시장D동상가,"서울특별시 종로구 종로 266, 동대문종합시장D동상가  동 (종로6가)",동대문종합시장D동상가,200579.409754868    ,452035.347658612    ,대규모점포
서울특별시 종로구 서린동 33번지 영풍빌딩,서울특별시 종로구 청계천로 41 (서린동),(주)영풍문고,198351.818737482    ,451921.60302604     ,대규모점포
서울특별시 종로구 인의동 48번지 2호,"서울특별시 종로구 종로 183 (인의동, 효성주얼리시티)",효성주얼리시티,199812.609633255    ,452132.648343993    ,대규모점포
서울특별시 종로구 창신동 23번지 76호 브라운스톤 창신,"서울특별시 종로구 지봉로 81 (창신동, 브라운스톤 창신)",브라운스톤 창신상가,201258.062657124    ,452787.132831042    ,준대규모점포
서울특별시 종로구 인의동 112번지 2호,서울특별시 종로구 창경궁로 109 (인의동),세운스퀘어,199670.979884558    ,452221.775006084    ,대규모점포
서울특별시 종로구 숭인동 76번지 롯데캐슬천지인 1층,서울특별시 종로구 종로 347 (숭인동),홈플러스(주)익스프레스 숭인점,201359.53353905     ,452395.659064842    ,준대규모점포
서울특별시 종로구 신문로1가 24번지  고려빌딩 1층,"서울특별시  새문안로 91, 1층 (고려빌딩)",홈플러스(주)익스프레스 광화문점,197700.034013631    ,452022.503467072    ,준대규모점포
서울특별시 종로구 예지동 6번지 1호,서울특별시 종로구 창경궁로 88 (예지동),광장시장,199837.41426735     ,451974.128468485    ,대규모점포
서울특별시 종로구 낙원동 288번지 낙원상가,"서울특별시 종로구 삼일대로 428, 낙원상가 506호 (낙원동)",낙원상가,198838.912965902    ,452214.210961577    ,대규모점포
서울특별시 종로구 낙원동 288번지 낙원상가,"서울특별시 종로구 삼일대로 428, 낙원상가 (낙원동)",낙원상가,198838.912965902    ,452214.210961577    ,대규모점포
서울특별시 종로구 숭인동 206-9 신설종합시장 숭인동,"서울특별시 종로구 난계로27길 51, 신설종합시장 숭인동 (숭인동)",신설종합시장,201727.670840565    ,452264.420237876    ,대규모점포
호,,종로세운상가,                    ,                    ,
서울특별시 종로구 숭인동 206-9 신설종합시장,"서울특별시 종로구 난계로27길 51, 신설종합시장 (숭인동)",신설종합시장(주),201727.670840565    ,452264.420237876    ,대규모점포
서울특별시 종로구 무악동 82 무악현대아파트,"서울특별시 종로구 통일로 246-10, 무악현대아파트 지하 1층 (무악동)",GS THE FRESH 무악현대점,196467.975088253    ,452566.134030104    ,준대규모점포
서울특별시 중구 남창동 49번지,서울특별시 중구 남대문시장4길 21 (남창동),서울남대문시장,197982.996630014    ,450791.073856769    ,대규모점포
,서울특별시 중구 마장로 30 (신당동),팀204,201121.306096947    ,451706.52701165     ,대규모점포
서울특별시 중구 충무로4가 120번지 3   호,서울특별시 중구 퇴계로 217 (충무로4가),진양상가,199571.599470393    ,451124.851387624    ,대규모점포
,서울특별시 중구 삼일대로 363 (장교동),상제리제상가,198744.433228989    ,451677.065126229    ,대규모점포
서울특별시 중구 신당동 776호,서울특별시 중구 마장로 19 (신당동),(주)에리어식스,200989.686611204    ,451762.261508835    ,대규모점포
서울특별시 중구 흥인동 3번지 4호,서울특별시 중구 다산로 274 (흥인동),우일타운,201390.623455546    ,451682.924382048    ,대규모점포
서울특별시 중구 신당동 772호,서울특별시 중구 장충단로 282-10 (신당동),남평화상가(주),200894.478544376    ,451877.080833985    ,대규모점포
서울특별시 중구 소공동 1번지,"서울특별시 중구 을지로 30 (소공동, 롯데호텔)",호텔롯데아케이드,198259.65357739     ,451392.198218657    ,대규모점포
서울특별시 중구 신당동 193번지 3호,서울특별시 중구 마장로 40 (신당동),에이피엠패션몰,201031.479363871    ,451759.262402974    ,대규모점포
,서울특별시 중구 퇴계로85길 22 (황학동),서울중앙시장,201680.067548359    ,451610.962163829    ,대규모점포
서울특별시 중구 을지로6가 18번지 35호,서울특별시 중구 장충단로 253 (을지로6가),헬로우에이피엠,200649.776732085    ,451689.785216541    ,대규모점포
서울특별시 중구 봉래동2가 122호,서울특별시 중구 청파로 426 (봉래동2가),롯데쇼핑(주)롯데마트 제타플렉스 서울역점,197242.994816102    ,450658.947895548    ,대규모점포
서울특별시 중구 신당1동 217번지 91호,서울특별시 중구 청계천로 334 (신당동),청평화시장,201250.876993355    ,451908.773811626    ,대규모점포
서울특별시 동대문구 장안동 368번지 1호,서울특별시 동대문구 답십리로 288 (장안동),(주)형지쇼핑 아트몰링 장안점,206325.349431713    ,452184.2101607      ,대규모점포
서울특별시 동대문구 제기동 1140번지 5호,서울특별시 동대문구 왕산로 117 (제기동),불로장생타워,203155.504921512    ,452914.607542858    ,대규모점포
서울특별시 동대문구 용두동 787번지 동의보감타워,,건강백화점 동의보감,203258.377206168    ,452834.064124525    ,대규모점포
서울특별시 동대문구 이문1동 292번지 10호 (주)이문종합상가 이문동웰츠타워,,대규모점포 개설등록,205396.363734301    ,455131.683241064    ,
서울특별시 동대문구 전농1동 591번지 53호,서울특별시 동대문구 왕산로 214 (전농동),롯데백화점 청량리역사점,204081.282117393    ,453187.395154017    ,대규모점포
서울특별시 동대문구 전농1동 591번지 53호,서울특별시 동대문구 왕산로 214 (전농동),롯데쇼핑(주)롯데마트 청량리점,204081.282117393    ,453187.395154017    ,대규모점포
,"서울특별시 중구 청계천로 260-9 (을지로6가, 통일의류종합상가)",통일상가,200530.360089273    ,451852.149537542    ,대규모점포
서울특별시 중구 신당동 193번지 2 호,서울특별시 중구 다산로 293 (신당동),디오트,201236.031514508    ,451872.409388295    ,대규모점포
서울특별시 중구 황학동 2545번지,서울특별시 중구 청계천로 400-0 (황학동),주식회사 이마트 청계천점,201823.908977364    ,452076.818664092    ,대규모점포
서울특별시 중구 황학동 2545번지,서울특별시 중구 청계천로 400 (황학동),베네치아메가몰,201823.908977364    ,452076.818664092    ,대규모점포
서울특별시 중구 명동2가 31번지 1호,"서울특별시 중구 명동8길 27 (명동2가, 엠 플라자)",엠플라자(M plaza),198619.38819773     ,451135.740279961    ,대규모점포
